name_1,name_2
Doğuş Holding,Doğuş Holding A.Ş.
Doğuş Holding,Adile Sultan Sarayı Kandilli
Doğuş Holding,Borsa Restaurant
Doğuş Holding,Coya Restaurant
Doğuş Holding,Çubuklu 
Doğuş Holding,D.ream Akademi
Doğuş Holding,Da Mario Ristorante
Doğuş Holding,Delimonti
Doğuş Holding,eat.stop
Doğuş Holding,Fenix İstanbul
Doğuş Holding,Gina
Doğuş Holding,Günaydın Et
Doğuş Holding,Günaydın Handmade Burger
Doğuş Holding,Günaydın Steak House
Doğuş Holding,Günaydın Köfte & Döner
Doğuş Holding,Kebapçı Etiler
Doğuş Holding,Kitchenette
Doğuş Holding,Kilimanjaro
Doğuş Holding,Kiva
Doğuş Holding,La Petite Maison
Doğuş Holding,Lacivert Bar & Restaurant
Doğuş Holding,Masa
Doğuş Holding,Mezzaluna
Doğuş Holding,Monochrome
Doğuş Holding,Nusr.Et Burger
Doğuş Holding,Nusr.Et Steak House
Doğuş Holding,Oblix
Doğuş Holding,Parlé
Doğuş Holding,The Populist
Doğuş Holding,Roka
Doğuş Holding,Sait
Doğuş Holding,Sele
Doğuş Holding,Tom's Kitchen
Doğuş Holding,Ulus 
Doğuş Holding,Vogue
Doğuş Holding,Zuma
Doğuş Holding,Rüya
Doğuş Holding,Dolce
Doğuş Holding,El Paraguas
Doğuş Holding,Amazónico
Doğuş Holding,Ten Con Ten
Doğuş Holding,Quintin Bar & Restaurante
Doğuş Holding,Numa Pompilio
Doğuş Holding,Angie
Doğuş Holding,La Vina
Doğuş Holding,NTV
Doğuş Holding,Star
Doğuş Holding,Euro Star
Doğuş Holding,NTV Radyo
Doğuş Holding,Kral FM
Doğuş Holding,Kral Pop Radyo
Eczacıbaşı,Eczacıbaşı Holding
Koç Holding,Koç Holding A.Ş.
Sabancı Holding,Hacı Ömer Sabancı Holding A.Ş.
Sabancı Holding,Akbank
Yıldız Holding,Official Website
Al-Futtaim Group,Official website
Al-Ghurair Group,Al Ghurair Group
Al-Ghurair Group,مجموعة سيف الغرير
Al-Ghurair Group,Saif Al Ghurair Group
Al-Ghurair Group,Saif Ahmad Al Ghurair
Al-Ghurair Group,Emaar Group
Al-Ghurair Group,Daemaar Group
Al-Ghurair Group,Majid Al Futtaim Group
Andritz AG,Andritz Hydro
Andritz AG,Andritz Pulp and Paper
Andritz AG,Andritz Metals
Andritz AG,Andritz Separation
Andritz AG,Andritz Feed & Biofuel
Red Bull GmbH,", , , "
Voestalpine,Voestalpine Stahl
AF Holding,AF Holding International
AF Holding,AF Hotel Group
AF Holding,List of conglomerates
AF Holding,List of companies of Azerbaijan
AF Holding,VTB Bank
Ackermans & van Haaren,AvH
Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV
Anheuser-Busch InBev,AB InBev
Anheuser-Busch InBev,Budweiser
Anheuser-Busch InBev,Corona
Anheuser-Busch InBev,Stella Artois
Groupe Bruxelles Lambert,GBL
ČEZ Group,"ČEZ, a.s."
Energetický a průmyslový holding,"Energetický a průmyslový holding, a.s."
Energetický a průmyslový holding,EPH
PPF ,PPF Group N.V.
Carlsberg Group,Official website 
Carlsberg Group,Carlsberg Beer website
Maersk,Top container shipping companies
Maersk,List of petroleum companies
Amer Sports,Amer Sports Oyj
Amer Sports,Amer-Yhtymä Oyj
Fiskars,Fiskars Group
Fiskars,Fiskars Oyj Abp
Fiskars,Fiskars Corporation
Fiskars,Fiskars Oy Ab
Fiskars,Arabia 
Fiskars,Iittala 
Fiskars,Royal Copenhagen 
Fiskars,Rörstrand 
Fiskars,Waterford 
Fiskars,Wedgwood 
Fiskars,Royal Albert 
Fiskars,Royal Doulton 
Kemira,Kemira Oyj
Kesko,Kesko Corporation
Kone,KONE Oyj
Kone,KONE
Kone,KONE Corporation
Nokia,History of Nokia
Patria ,Patria Plc
UPM ,UPM-Kymmene Oyj
UPM ,Kymmene Corporation
UPM ,UPM Biorefining
UPM ,UPM Energy
UPM ,UPM Raflatac
UPM ,UPM Specialty Papers
UPM ,UPM Communication Papers
UPM ,UPM Plywood
Valmet,Valmet Oyj
Wärtsilä,Wärtsilä Oyj Abp
Wärtsilä,Wärtsilä Corporation
Bouygues,ISIN Value Code = FR
Bouygues,The Tour First in 
Danone,Official website
Dassault Group,Groupe Industriel Marcel Dassault S.A.
Dassault Group,Dassault Falcon Jet
Dassault Group,Dassault Falcon Service
Dassault Group,Arqana 
Dassault Group,Château Dassault 
Engie,Altiservice ENGIE
Engie,ENGIE Axima
Engie,ENGIE Cofely
Engie,ENGIE Ineo
Engie,ENGIE Impact
Engie,ENGIE Electrabel
Engie,ENGIE Endel
Engie,ENGIE Fabricom
Engie,ENGIE Global Markets
Engie,ENGIE Home Services
Engie,ENGIE I 
Engie,ENGIE Lab
Engie,ENGIE MtoM
Engie,ENGIE Réseaux
Engie,ENGIE Solutions
Engie,Solairedirect
Engie,Tractebel ENGIE
Engie,Engie Energy International
Engie,Engie EPS
Engie,ENGIE Mobisol
Engie,largest LNG importer in Europe
Kering,Nominal value = euro
Lagardère Group,Lagardère
Lagardère Group,Lagardère Publishing
Lagardère Group,List of multinational corporations
Lagardère Group,List of French companies
Louis Dreyfus Group,Louis Dreyfus Company B.V.
Louis Dreyfus Group,LDC
LVMH,Conglomerates owned – Christian Dior
LVMH,Estée Lauder Companies
LVMH,Richemont
LVMH,Kering
LVMH,Luxottica
Pernod Ricard,Irish Distillers - Irish subsidiary
Renault,Alaskan 
Renault,Captur 
Renault,Clio V 
Renault,Duster Oroch 
Renault,Espace V 
Renault,Kadjar 
Renault,Kangoo II 
Renault,Kwid 
Renault,Mégane IV 
Renault,Symbol 
Renault,Triber 
Renault,Twingo III 
Renault,Twizy 
Renault,Zoe 
Safran,Safran S.A.
Safran,"Safran Test Cells, Inc."
Safran,Smartec
Safran,SMA Engines
Safran,Snecma Services Brussels
Safran,Snecma Suzhou
Safran,Snecma Xinyi Airfoil Castings
Technicolor SA,Thomson Broadcast
Total S.A.,Exploration & Production
Total S.A.,"Gas, Renewables & Power"
Total S.A.,Refining & Chemicals
Total S.A.,Trading & Shipping
Total S.A.,Marketing & Services
Total S.A.,Total Global Services
Vivendi,List of French companies
BASF,Dow Chemical Company
BASF,Union Carbide
Bayer,List of German companies
Bayer,List of pharmaceutical companies
Bertelsmann,Books in Germany
GEA Group,GEA Group AG
Robert Bosch GmbH,Continental AG
Robert Bosch GmbH,Knorr-Bremse
Robert Bosch GmbH,Siemens
Siemens AG,Alfred Berliner 
Siemens AG,Friedrich Bauer 
Siemens AG,Bernhard Plettner 
ThyssenKrupp,ThyssenKrupp AG
ThyssenKrupp,thyssenkrupp
ThyssenKrupp,Components Technology
ThyssenKrupp,Elevator Technology
ThyssenKrupp,Industrial Solutions
ThyssenKrupp,Materials Services
ThyssenKrupp,Steel Europe
SIMPLE Group,SIMPLE Group Limited
Marfin Investment Group,MIG
Mytilineos Holdings,Mytilineos S.A.
OTE,The TELEX service becomes operational.
Vivartia,Vivartia Holding S.A.
Assicurazioni Generali,Assicurazioni Generali S.p.A.
Assicurazioni Generali,Generali Group
Assicurazioni Generali,.% Mediobanca S.p.A.
Assicurazioni Generali,% Edizione
Assicurazioni Generali,.% Caltagirone 
Assicurazioni Generali,.% Leonardo Del Vecchio
Assicurazioni Generali,".% The Vanguard Group, Inc."
Assicurazioni Generali,.% BlackRock Advisors  Limited
Assicurazioni Generali,.% Lyxor Asset Management
Assicurazioni Generali,.% Amundi Asset Management
Assicurazioni Generali,.% NNIP Advisors B.V.
Assicurazioni Generali,".% Franklin Mutual Advisers, LLC"
Assicurazioni Generali,.% Fideuram Investimenti SGR S.p.A.
Assicurazioni Generali,.% TIAA Global Asset Management
Barilla Group,Barilla
CNH Industrial,Astra
CNH Industrial,Case Construction Equipment
CNH Industrial,Case IH
CNH Industrial,FPT Industrial
CNH Industrial,Heuliez Bus
CNH Industrial,Iveco
CNH Industrial,Iveco Bus
CNH Industrial,Iveco Defence Vehicles
CNH Industrial,Magirus
CNH Industrial,Miller
CNH Industrial,New Holland Agriculture
CNH Industrial,New Holland Construction
CNH Industrial,Steyr
Eni,EniProgetti – engineering services
Eni,Bolgiano –  MW
Eni,Brindisi –  MW
Eni,Ferrara –  MW
Eni,Ferrera Erbognone –  MW
Eni,Mantua –  MW
Eni,Ravenna –  MW
Exor ,Exor N.V.
Exor ,Cameco
Exor ,Ocado
Exor ,RWE
Exor ,Sibanye-Stillwater
Exor ,Alessandro Nasi - vice chairman
Exor ,Andrea Agnelli - director
Exor ,Joseph Bae - director
Exor ,Melissa Bethell - director
Exor ,Marc Bolland - director
Exor ,Laurence Debroux - director
Exor ,Ginevra Elkann - director
Fincantieri,Fincantieri S.p.A.
Fininvest,Finanziaria d'investimento Fininvest S.p.A.
Fininvest,Fininvest S.p.A.
Davide Campari - Milano,Davide Campari-Milano S.p.A.
Davide Campari - Milano,Gruppo Campari
Leonardo S.p.A.,Leonardo-Finmeccanica
Leonardo S.p.A.,Finmeccanica
Leonardo S.p.A.,% Leonardo DRS
Leonardo S.p.A.,% AgustaWestland Nv
Leonardo S.p.A.,Finmeccanica Do Brasil Ltda·
Leonardo S.p.A.,% Finmeccanica Finance Sa·
Leonardo S.p.A.,% Finmeccanica Global Services Spa
Leonardo S.p.A.,% Finmeccanica North America Inc.
Leonardo S.p.A.,% Finmeccanica Uk Ltd·
Leonardo S.p.A.,% Meccanica Holdings Usa Inc.
Leonardo S.p.A.,% So.Ge.Pa.
Leonardo S.p.A.,% Vitrociset
Mediaset,Mediaset S.p.A.
Mediaset,Gruppo Mediaset
RCS MediaGroup,RCS MediaGroup S.p.A.
ST Microelectronics,STMicroelectronics
ST Microelectronics,ST
UniCredit,UniCredit S.p.A.
UniCredit,Bank Austria 
UniCredit,HypoVereinsbank 
UniCredit,UniCredit Bank Hungary 
UniCredit,UniCredit Bank Romania 
UniCredit,UniCredit Bank Russia 
UniCredit,UniCredit Bank Serbia 
UniCredit,UniCredit Bank Slovenia 
UniCredit,UniCredit Bulbank 
UniCredit,UniCredit International Bank Luxembourg 
UniCredit,UniCredit Leasing 
UniCredit,Zagrebačka banka 
DSM ,Koninklijke DSM N.V.
DSM ,Royal DSM
DSM ,DSM
Heineken International,Brau Union Österreich in Austria
Heineken International,Syabar Brewing Company in Belarus
Heineken International,Alken-Maes in Belgium
Heineken International,Zagorka Brewery in Bulgaria
Heineken International,Karlovačka pivovara in Croatia
Heineken International,Starobrno in the Czech Republic
Heineken International,"John Smith's in Tadcaster, England"
Heineken International,"Royal Brewery in Manchester, England"
Heineken International,Brasserie de l'Espérance in Schiltigheim
Heineken International,Brasserie Pelforth in Mons-en-Baroeul
Heineken International,Athenian Brewery in Greece
Heineken International,Heineken Hungária in Hungary
Heineken International,Heineken Italia in Italy
Heineken International,Heineken Nederland in the Netherlands
Heineken International,Żywiec Brewery in Poland
Heineken International,Central de Cervejas in Portugal
Heineken International,Heineken Romania in Romania
Heineken International,Heineken Brewery LLC in Russia
Heineken International,Heineken Srbija in Serbia
Heineken International,"Caledonian Brewery, Edinburgh, Scotland"
Heineken International,Heineken Slovensko in Slovakia
Heineken International,Heineken España in Spain
Heineken International,Heineken Switzerland in Switzerland
Heineken International,Calanda Bräu in Switzerland
Heineken International,Pivovarna Lasko Union in Slovenia
Philips,Philips Medical Systems DMC.
Philips,"Philips Innovative Technologies, Research Laboratories."
Philips,Philips Innovative Technologies.
Philips,Philips Innovation Services.
Philips,HerrschingPhilips Respironics.
Philips,Philips Respironics.
Philips,Professional indoor luminaires
Philips,Professional outdoor luminaires
Philips,Professional lamps
Philips,Lighting controls and control systems
Philips,Digital projection lights
Philips,Horticulture lighting
Philips,Solar LED lights
Philips,Smart office lighting systems
Philips,Smart retail lighting systems
Philips,Smart city lighting systems
Philips,Home lamps
Philips,Home fixtures
Philips,Cardiology informatics 
Philips,IntelliSpace family of solutions
Bonheur ,Bonheur ASA
Norsk Hydro,Norsk Hydro ASA
Orkla Group,Orkla ASA
Telenor,Telenor ASA
Altri,Altri SGPS SA
Corticeira Amorim,"Corticeira Amorim S.G.P.S., S.A."
Energias de Portugal,EDP
Energias de Portugal,Electricidade de Portugal
Galp Energia,"Galp Energia, SGPS, S.A."
Grupo José de Mello,CUF 
Salvador Caetano,"Grupo Salvador Caetano, SGPS, SA"
Media Capital,Lux Magazine 
Media Capital,Portugal Diário 
Media Capital,Agência Financeira 
Media Capital,MaisFutebol 
Soares da Costa,"Soares da Costa SGPS, S.A."
Sumol + Compal,Sumol + Compal S.A.
Teixeira Duarte,"Teixeira Duarte, S.A.  "
Unicer,"Super Bock Group, SGPS, SA"
Unicer,CUFP
Țiriac Holdings,Ţiriac Holdings Ltd.
Alfa Group,Alfa Group Consortium
Basic Element ,Basic Element Ltd.
Basic Element ,Ба́зовый элеме́нт
Basic Element ,Базэл
Basic Element ,Siberian Aluminum
Basic Element ,The Kuban AgroHolding
Basic Element ,Voskhod Stud Farm
Basic Element ,Construction of transport infrastructure 
Rostec,Rostekhnologii
Rostec,"Consolidated revenue, $. bln"
Rostec,"Consolidated net income, $. bln"
Rostec,"Export revenues, $. bln"
Rostec,"Total investments, $. bln"
Sistema,AFK Sistema PAO
Delta Holding,Danubius Novi Sad
Delta Holding,Yuhor Jagodina
Delta Holding,Gala Mioni Mionica
Delta Holding,Fun&Fit Zemun
Delta Holding,Delta Real Estate
Delta Holding,Shopping Malls
Delta Holding,Delta DMD
Delta Holding,Delta Transport Systems 
Delta Holding,Delta Automoto
Delta Holding,Delta Motors
Delta Holding,Delta Foundation
Abengoa,"Abengoa, S.A."
Abengoa,CIE Automotive´s subsidiary Bionor 
Abengoa,Ence
Abengoa,Ferrostaal
Abertis,"Abertis Infraestructuras, S.A."
Endesa ,"Endesa, S.A."
Ferrovial,"Ferrovial, S.A."
Ferrovial,Grupo Ferrovial
Ferrovial,Webber in the USA
Ferrovial,Budimex in Poland
Ferrovial,Tecpresa
Ferrovial,Ditecpesa
Ferrovial,Edytesa
Ferrovial,Ferconsa
Mediaset España Comunicación,"Mediaset España Comunicación, S.A."
Mediaset España Comunicación,Gestevisión Telecinco
Mondragon Corporation,Distributism
Mondragon Corporation,Horizontalidad
Mondragon Corporation,John Lewis Partnership
Mondragon Corporation,List of worker cooperatives
Mondragon Corporation,Workers' self-management
Repsol,Repsol S.A.
Santander Group,"Banco Santander, S.A."
Santander Group,Attijariwafa Bank 
Telefónica,", euro fine, Spanish tribunals"
Atlas Copco,Co
Electrolux,Electrolux AB
Electrolux,Arthur Martin
Electrolux,AEG
Electrolux,Atlas 
Electrolux,Corberó 
Electrolux,"Faure, French consumer appliance maker"
Electrolux,"REX-Electrolux, Italian appliance manufacturer"
Electrolux,Dishlex brand sold in Australia
Ericsson,Ericsson PF
Ericsson,Ericsson GF
Ericsson,Ericsson GH
Ericsson,Ericsson T – Colourful Cellphone
Ericsson,Ericsson Ts
Ericsson,Ericsson T
Ericsson,Ericsson Rs
Ericsson,Ericsson R
Sandvik,Sandvik AB
Sandvik,List of Swedish companies
Volvo Group,UD Trucks 
Volvo Group,Dongfeng Commercial Vehicles 
Volvo Group,Volvo Construction Equipment 
Volvo Group,SDLG 
Volvo Group,Arquus
ABB Group,GREEN Cell Shipping
ABB Group,Legrand
ABB Group,Stromberg 
Nestlé,Nestlé Colgate-Palmolive with Colgate-Palmolive 
Nestlé,Nestlé Modelo with Grupo Modelo
Associated British Foods,"Charles Sinclair, Chairman."
Associated British Foods,"John Bason, Finance Director."
Associated British Foods,"Peter Smith, Independent non-executive director."
Associated British Foods,"Timothy Clarke, Independent non-executive director."
Associated British Foods,"Javier Ferrán, Independent non-executive director."
Associated British Foods,"Emma Adamo, Independent non-executive director."
Bestway,Fauji Foundation
Caparo,Caparo plc
The Co-operative Group,British co-operative movement
The Co-operative Group,The Co-operative brand
Experian,Compuscan
Experian,Credit bureau
Experian,Credit rating agency
Experian,Freecreditreport.com
Experian,Identity theft
Experian,Intelliscore
InterContinental Hotels Group,Six Senses Hotels Resorts Spas
InterContinental Hotels Group,Regent Hotels & Resorts
InterContinental Hotels Group,InterContinental Hotels & Resorts
Libra Group,Libra Holdings
Libra Group,Official site
Rio Tinto Group,Hathor Exploration - %
Rio Tinto Group,QIT-Fer et Titane - %
Rio Tinto Group,Dampier Salt - .%
Rio Tinto Group,Pacific Aluminum - %
Rio Tinto Group,Richards Bay Minerals - %
Rio Tinto Group,Turquoise Hill Resources - %
Rio Tinto Group,Diamonds as an investment
Rolls-Royce Holdings plc,Rolls-Royce Avon
Rolls-Royce Holdings plc,Rolls-Royce Viper
Rolls-Royce Holdings plc,Rolls-Royce/Snecma Olympus 
Rolls-Royce Holdings plc,Rolls-Royce RB
Seamark Group,Business of British Bangladeshis
Virgin Group,Virgin Trains USA
Anthem Sports & Entertainment,Anthem Sports & Entertainment Corporation
Bell Canada,List of telephone operating companies
Blackberry Limited,List of multinational corporations
Blackberry Limited,BlackBerry Mobile
Blackberry Limited,List of BlackBerry products
Blackberry Limited,Science and technology in Canada
CAE Inc.,Canadian Aviation Electronics
CAE Inc.,Official website
Calfrac Well Services,Calfrac Well Services Ltd.
Calfrac Well Services,List of oilfield service companies
Calian,Calian Group Ltd.
Canadian Utilities,Canadian Utilities Limited
CGI Inc.,CGI Group Inc.
CGI Inc.,Economy of Montreal
CGI Inc.,List of companies of Canada
CGI Inc.,S&P/TSX Composite Index
Empire Company,Empire Company Limited
Franco-Nevada,Franco-Nevada Corporation
J. D. Irving,"J.D. Irving, Limited"
J. D. Irving,Acadian Lines Ltd
J. D. Irving,SMT  Ltd. Bus Lines
J. D. Irving,Saint John City Transit
J. D. Irving,Hawk Communications
J. D. Irving,Steel and Engine Products Ltd
J. D. Irving,Pictou Shipyard
J. D. Irving,Commercial Equipment Limited
J. D. Irving,Maritime Tire
J. D. Irving,MITI AKA XWAVE
J. D. Irving,Barrington Industrial
J. D. Irving,Lexitech
J. D. Irving,Irving Industrial Rentals
J. D. Irving,Irving Pulp & Paper Ltd.
J. D. Irving,Irving Paper Ltd.
J. D. Irving,Irving Tissue Co. Ltd.
J. D. Irving,Lake Utopia Paper
J. D. Irving,Irving Sawmill Division
J. D. Irving,Irving Woodlands Division
Jim Pattison Group,The Jim Pattison Group
Jim Pattison Group,Pattison Sign Group
Power Corporation of Canada,% of Irish Life
Power Corporation of Canada,% of Empower Retirement
Power Corporation of Canada,.% of PanAngora Asset Management
Power Corporation of Canada,.% of IG Wealth Management
Power Corporation of Canada,.% of Mackenzie Investments
Power Corporation of Canada,% of Investment Planning Counsel
Power Corporation of Canada,.% of Personal Capital
Power Corporation of Canada,.% of China AMC
Power Corporation of Canada,Wealthsimple
Power Corporation of Canada,Koho Bank
Power Corporation of Canada,% of Potentia
Power Corporation of Canada,% of Nautilus
Power Corporation of Canada,.% of Lumenpulse
Power Corporation of Canada,.% of Lion Electric
Power Corporation of Canada,Sagard Europe
Power Corporation of Canada,% of Sagard Holdings
Power Corporation of Canada,% of Power Pacific
Quebecor,illico TV 
Quebecor,illico.tv
Quebecor,Club illico 
Quebecor,illico app
Quebecor,Vidéotron BusinessFibrenoire
Quebecor,Fibrenoire
Quebecor,MAtv 
Quebecor,Microplay 
Quebecor,SETTE Postproduction
Quebecor,CFTM-DT Montréal
Quebecor,CFCM-DT Québec City
Quebecor,CHLT-DT Sherbrooke
Quebecor,CHEM-DT Trois-Rivières
Quebecor,CJPM-DT Saguenay
Quebecor,CFER-TV Rimouski
Quebecor,addikTV
Quebecor,Casa
Quebecor,Prise 
Quebecor,Yoopa
Quebecor,MOI&cie
Quebecor,Le Canal Nouvelles 
Quebecor,Évasion
Quebecor,Zeste
Quebecor,TVA Sports
Quebecor, Jours
Quebecor,TV Hebdo
Quebecor,Recettes du Québec
Quebecor,Échos Vedettes
Quebecor,Cool!
Quebecor,Clin d'œil
Quebecor,Star Système
Quebecor,Coup de Pouce
Quebecor,Canadian Living
Quebecor,Les Idées de ma maison
Quebecor,Style at Home
Quebecor,Dernière Heure
Quebecor,Good Times Magazine
Quebecor,La Semaine Pratique
Quebecor,La Semaine Santé
Quebecor,La Semaine Extra
Quebecor,La Semaine Téléromans
Quebecor,La Semaine Cuisine
Quebecor,Pool Pro
Quebecor,Messageries Dynamiques 
Quebecor,Quebecor Content 
Quebecor, Heures 
Quebecor,J mobile app
Quebecor,Billie
Quebecor,En  minutes
Quebecor,Le Sac de chips
Quebecor,Pèse sue Start
Quebecor,Porte-monnaie
Quebecor,Silo 
Quebecor,TABLOÏD
Quebecor,Le Guide de l’auto
Quebecor,Les Éditions de l'Homme
Quebecor,Le Jour Éditeur
Quebecor,Les Éditions La Griffe
Quebecor,Les Éditions Petit Homme
Quebecor,Juniper Publishing 
Quebecor,Éditions La Semaine
Quebecor,Recto-Verso Éditeur
Quebecor,Éditions VLB
Quebecor,Éditions de l'Hexagone
Quebecor,Les Éditions du Journal
Quebecor,Éditions TYPO
Quebecor,Les Éditions de La Bagnole
Quebecor,Éditions Libre Expression
Quebecor,Éditions Stanké
Quebecor,Les Éditions Publistar
Quebecor,Éditions Trécarré
Quebecor,Éditions Logiques
Quebecor,Les Éditions CEC 
Quebecor,Messageries ADP 
Quebecor,Quebecor Advertising Sales & Marketing
Quebecor,Quebecor Out of Home
Quebecor,Mirabel Printing 
Rogers Communications,Rogers Communications Inc.
Rogers Communications,Media ownership in Canada
Rogers Communications,List of telephone operating companies
Royal Bank of Canada,RBC
Shaw Communications,Shaw Communications Inc.
TC Energy,TC Energy Corporation
TC Energy,TransCanada Corporation
Telus Corporation,"Darren Entwistle, President and CEO"
Telus Corporation,"Tom Flynn, Director"
Telus Corporation,"Christine Magee, Audit Committee"
Telus Corporation,"Denise Pickett, Audit Committee"
Thomson Reuters,Thomson Reuters Corporation
Toronto-Dominion Bank,TD
Toronto-Dominion Bank,TD Bank Group
Torstar,Torstar Corporation
Cervecería Nacional Dominicana,Cerveceria Nacional Dominicana
Cervecería Nacional Dominicana,CND
Grace Kennedy and Company Limited,GraceKennedy Limited
Lasco Jamaica,LASCO Affiliated Companie
Lasco Jamaica,LASCO Food Drink
Lasco Jamaica,LASCO LaSoy Lactose-free
Lasco Jamaica,LASCO Whole Milk
Lasco Jamaica,LASCO Skimmed Milk
Lasco Jamaica,LASCO MilkySoy
ALFA ,Alfa S.A.B. de C.V.
ALFA ,Alfa
ALFA ,Alfa Group
Arca Continental,"Arca Continental, S.A.B. de C.V."
Arca Continental,Arca Contal
FEMSA,Beer in Mexico
FEMSA,Heineken International
FEMSA,List of Mexican companies
FEMSA,Economy of Mexico
Grupo Aeroportuario Centro Norte,OMA
Grupo Aeroportuario del Pacífico,GAP
Grupo Aeroportuario del Sureste,ASUR
Grupo Bimbo,"Grupo Bimbo, S.A.B. de C.V."
Grupo Bimbo,Bimbo
Grupo Carso,Grupo Sanborns  SAB
Grupo Carso,Car
Grupo Carso,So
Grupo Carso,Grupo Condumex
Grupo Carso,Grupo Porcelanite
Grupo Carso,Cigatam
Grupo Carso,Minera Frisco
Grupo Carso,Grupo PC Constructores
Grupo Carso,Swecomex
Grupo Carso,CICSA
Grupo Carso,CILSA 
Grupo Elektra,Hugo Salinas Price creates Elektra.
Grupo Elektra,Advance America is acquired.
Grupo Empresarial Ángeles,Official website
Grupo Salinas,Grupo Salinas 
Grupo Tampico,GT Global
Grupo Tampico,Mercedes-Benz Tampico
Grupo Tampico,Mitsubishi Motors
Grupo Tampico,Toyota
Grupo Tampico,Megamotors Trucks 
Grupo Tampico,Mazda
Grupo Tampico,GT Credit
MVS Comunicaciones,MVS
Pemex,Petroleum industry in Mexico
Pemex,San Juanico disaster
Pemex,Santa Rosa de Lima Cartel
Soriana,Organización Soriana
Access Industries,Grand Peaks 
Altria,"Altria Group, Inc."
Altria,"Philip Morris Companies, Inc."
Amazon ,Amazon Breakthrough Novel Award
Amazon ,Amazon Flexible Payments Service
Amazon ,Amazon Marketplace
Amazon ,Amazon Standard Identification Number 
Amazon ,List of book distributors
Amazon ,Internal carbon pricing
AMC Networks,AMC
AMC Networks,IFC
AMC Networks,SundanceTV
AMC Networks,WeTV
AMC Networks,BBC America
Ametek,"AMETEK, Inc."
Ametek,Ametek website
Ametek,Company profile at Reuters
Ametek,Company history at Fundinguniverse
Ametek,Creaform website
Analog Devices,"Analog Devices, Inc."
Analog Devices,ADI
Analog Devices,Analog
Apple Inc.,Arthur D. Levinson 
Apple Inc.,James A. Bell 
Apple Inc.,Al Gore 
Apple Inc.,Andrea Jung 
Apple Inc.,Ronald Sugar 
Apple Inc.,Susan Wagner 
Berkshire Hathaway,List of Berkshire Hathaway publications
Boeing,Boeing Commercial Airplanes 
Boeing,Phantom Works
Boeing,Boeing Global Services
Boeing,Boeing Capital
Boeing,"Engineering, Test & Technology"
Boeing,Boeing Shared Services Group
Brunswick Corporation,Brunswick-Balke-Collender Company
Brunswick Corporation,Advanced Systems Group
Brunswick Corporation,Business Acceleration
Carlisle Companies,Carlisle Companies Incorporated
Cascade Investment,"Cascade Investment, L.L.C."
Cedar Fair,"Cedar Fair, L.P."
Cedar Fair,Cedar Fair Entertainment Company
Cinemark,"Cinemark Holdings, Inc."
Cinemark,CineMark
Cinemark,"Cinemark USA, Inc."
Circuit City,Best Buy
Circuit City,CompUSA
Circuit City,The Good Guys!
Circuit City,Tweeter
Comcast,Official website
Comcast,Google Finance
Comcast,Yahoo! Finance
Comcast,SEC filings
Crane Co.,Crane Company
Crane Co.,"Elyria, Ohio "
Crane Co.,"Lynnwood, Washington "
Crane Co.,"Lyon, France "
Crane Co.,"Beverly, Massachusetts "
Crane Co.,"Chandler, Arizona "
Crane Co.,"Fort Walton Beach, Florida "
Crane Co.,"Redmond, Washington "
Crane Co.,"Florence, Kentucky "
Crane Co.,"Goshen, Indiana "
Crane Co.,"Joliet, Illinois "
Crane Co.,Jonesboro 
Crane Co.,Taiwan 
Crane Co.,Crane ChemPharma Flow Solutions
Crane Co.,Crane Energy Flow Solutions
Crane Co.,Crane Australia
Crane Co.,Crane Stockham Valve Ltd. 
Crane Co.,Crane Limited
Crane Co.,Crane Process Flow Technologies 
Crane Co.,Crane Pumps and Systems 
Crane Co.,Crane Supply
Crane Co.,Crane Valves North America 
Crane Co.,Pacific Valves
Crane Co.,Resistoflex Industrial
Crane Co.,Valve Services
Crane Co.,Xomox
Crane Co.,"Crane Nuclear, Inc."
Crane Co.,Friedrich Krombach GmbH Armaturenwerke
Crane Co.,Armature d.o.o. 
Crane Co.,Croning Livarna d.o.o.
Crane Co.,W.T. Armatur GmbH
Crane Co.,Azonix
Crane Co.,Barksdale
Crane Co.,"Fort Lauderdale, Florida "
Crane Co.,WMS
Crane Co.,Crane Currency
Crane Co.,Automatic Products 
Crane Co.,Stentorfield
Crane Co.,Dixie-Narco
Crane Co.,Glasco Polyvend Lektrovend 
Crane Co.,St Louis 
Crane Co.,Streamware
Crane Co.,Money Controls
Crane Co.,CashCode
Crane Co.,Telequip
Crane Co.,MEI Conlux
Crane Co.,Conlux
Crane Co.,National Rejectors 
Crane Co.,Cummins-Allison
Danaher Corporation,Esko 
Danaher Corporation,HACH
Danaher Corporation,Pantone
Danaher Corporation,X-Rite
Danaher Corporation,Foba Laser Alltec GmbH
Danaher Corporation,Videojet
Danaher Corporation,Cytiva
Danaher Corporation,Beckman Coulter Life Sciences 
Danaher Corporation,Integrated DNA Technologies
Danaher Corporation,Leica Microsystems 
Danaher Corporation,Molecular Devices
Danaher Corporation,Pall Corporation
Danaher Corporation,Phenomenex
Danaher Corporation,SCIEX
Danaher Corporation,Beckman Coulter 
Danaher Corporation,Cepheid 
Danaher Corporation,Leica Biosystems
Danaher Corporation,Radiometer 
Dow Chemical Company,The Dow Chemical Company
Dow Chemical Company,TDCC
